9.996408335572600778e-01,9.996564755845726014e-01,9.993937723403883977e-01,9.996681484485528957e-01,9.998392277424621444e-01,9.996841380245392594e-01,9.992838645039494594e-01,9.993004635470806862e-01
9.993229292308309919e-01,9.993458089515897536e-01,9.988308186365780772e-01,9.993977867088943423e-01,9.996947989166000692e-01,9.993928185757631200e-01,9.984858184275476889e-01,9.985212482037097992e-01
9.990184109435406024e-01,9.990535248830330062e-01,9.983975770387067961e-01,9.991499638042633524e-01,9.995640811871416842e-01,9.991436952327177323e-01,9.977766266349850088e-01,9.978558449874436187e-01
9.987333983892575651e-01,9.987865373440341088e-01,9.980086610049053730e-01,9.990217536745806814e-01,9.994344859779378254e-01,9.989121125787515654e-01,9.970583102212877691e-01,9.972476103172521755e-01
9.984818815896403521e-01,9.985317350346516463e-01,9.976469806911107963e-01,9.988740695930992120e-01,9.992931441520351843e-01,9.987130246602572425e-01,9.963870650289906594e-01,9.966534381982599111e-01
9.982343501139721020e-01,9.982807577057631887e-01,9.974229269491091676e-01,9.987022278676165321e-01,9.991590506695564589e-01,9.985984788983963689e-01,9.957457921464976103e-01,9.962430378645712459e-01
9.980214257996602445e-01,9.980237584154897368e-01,9.971875228800650692e-01,9.985421100215587931e-01,9.990475247876974274e-01,9.984695649061728906e-01,9.951581500447423956e-01,9.957875799982484066e-01
9.977934693051192516e-01,9.978137266475712863e-01,9.969179245821172541e-01,9.983593714555003551e-01,9.989278375472708804e-01,9.983370242758625723e-01,9.945713386979018189e-01,9.952957839646490168e-01
9.975945594961967977e-01,9.975958045156240184e-01,9.966549611425354893e-01,9.982280705935510090e-01,9.987875485494659422e-01,9.982340863565033473e-01,9.939734091502497870e-01,9.948579714102410154e-01
9.974091652797288932e-01,9.974195708803150762e-01,9.963755585529266989e-01,9.980834452830500414e-01,9.986896574926398262e-01,9.981177519653561259e-01,9.934625016055791402e-01,9.943548584382961852e-01
9.972055798613969069e-01,9.972479916721650461e-01,9.961770541725306627e-01,9.979410375179456061e-01,9.985745780671876348e-01,9.980115977094579094e-01,9.930011444936439613e-01,9.938984957451115765e-01
9.969480349612112047e-01,9.970802574260198003e-01,9.959671556521323410e-01,9.978178338990182361e-01,9.984632040877930992e-01,9.978890136551261669e-01,9.924665961010629145e-01,9.935645385455897927e-01
9.967155202518410695e-01,9.969203669905749576e-01,9.958306037568768199e-01,9.976985530328238427e-01,9.983349287187091026e-01,9.977455187520851698e-01,9.920814932622278315e-01,9.932936265052755287e-01
9.965515170834887693e-01,9.968163727226154736e-01,9.956089997745217746e-01,9.976285649317425674e-01,9.982265552151405874e-01,9.976314382913791245e-01,9.915644103196622483e-01,9.931107706780124555e-01
9.964394183574947217e-01,9.966637519466705619e-01,9.954814461098223655e-01,9.975606554862496145e-01,9.981288075332778176e-01,9.975049286678966398e-01,9.910121993155590614e-01,9.926063904984270270e-01
9.963025115542722965e-01,9.964697116029613833e-01,9.952129982769420957e-01,9.974689520189626846e-01,9.980161067822361787e-01,9.974303299077936780e-01,9.904345011017693379e-01,9.921772101353131257e-01
9.960474501842269124e-01,9.963098642968946095e-01,9.948212816147296023e-01,9.973374151179583702e-01,9.979233829884430751e-01,9.973444083315149422e-01,9.899459704968773810e-01,9.919279525099902184e-01
9.957414434504521239e-01,9.961336309488445506e-01,9.946273702973286168e-01,9.972652071096236304e-01,9.978284233819895155e-01,9.972298812572937265e-01,9.893896301384744740e-01,9.914623245293032738e-01
9.955529846620898571e-01,9.960268408217221037e-01,9.944929844960639365e-01,9.971588270580070690e-01,9.977169065471084286e-01,9.970977228736478404e-01,9.888535032452763218e-01,9.909075437627510308e-01
9.953530137047348347e-01,9.958542303703018517e-01,9.942846645630222246e-01,9.970499656177649328e-01,9.976222317895336866e-01,9.970257909537887375e-01,9.883049297323894811e-01,9.905174423462077549e-01
9.951677436135260013e-01,9.956826674508860719e-01,9.941756820496086000e-01,9.969143001974731799e-01,9.975090226493864565e-01,9.969317931082705142e-01,9.879490956500815990e-01,9.902054093627082887e-01
9.948811022068907439e-01,9.956099380485259331e-01,9.940600753204525963e-01,9.966890288770021700e-01,9.974131233647037797e-01,9.967934836187556380e-01,9.874664428154513729e-01,9.898049611821344573e-01
9.946729459328681466e-01,9.954253509043369252e-01,9.938605520882485278e-01,9.965054846884319195e-01,9.973391567591344264e-01,9.967072908340738335e-01,9.870987368456957123e-01,9.895270170515229058e-01
9.944251093776627082e-01,9.953126043686251201e-01,9.937296796362089513e-01,9.964310289210623894e-01,9.972163864436263125e-01,9.965811547822951422e-01,9.867843560865282582e-01,9.893785294033906608e-01
9.942292630519148355e-01,9.951244888332941851e-01,9.934561069764127339e-01,9.962963680792175092e-01,9.971272899465809525e-01,9.965072526681099108e-01,9.864675419886203001e-01,9.891954496602063385e-01
9.941251093432834640e-01,9.950111437377260337e-01,9.931934408118907598e-01,9.961869244449269578e-01,9.970193402353446643e-01,9.963698104476679251e-01,9.861128641264083061e-01,9.888401659594105997e-01
9.939447211446593711e-01,9.948459672916371010e-01,9.929742044262989120e-01,9.960428648225799764e-01,9.969203273432755141e-01,9.962511367994153488e-01,9.857720436026067290e-01,9.885062351439352080e-01
9.937330719521929590e-01,9.947773358839877567e-01,9.925583577454851758e-01,9.959584116532043119e-01,9.968391807356765666e-01,9.961898681586023319e-01,9.853617283541273864e-01,9.882229110093539992e-01
9.934500835853876666e-01,9.946108247778185918e-01,9.922462547781297770e-01,9.958242918891394568e-01,9.967448401443139705e-01,9.960698180062967921e-01,9.852106143261349924e-01,9.878814718758013314e-01
9.932324702625633384e-01,9.944802636116030214e-01,9.919926350438356133e-01,9.956890257719498427e-01,9.966569449498042799e-01,9.960181178284480685e-01,9.850479579906118444e-01,9.873814907169459198e-01
9.930378831593146272e-01,9.942659291248485687e-01,9.918153587156568474e-01,9.956204043252819824e-01,9.965406056794331446e-01,9.959577443312338518e-01,9.847828916205093597e-01,9.869151974094348967e-01
9.928334194812583613e-01,9.941167503433373520e-01,9.915069987925162476e-01,9.955527476206199600e-01,9.964164358252484144e-01,9.959091002884906674e-01,9.843077413381667862e-01,9.867907439091317956e-01
9.926962907602877584e-01,9.940168138090329508e-01,9.911859503026186902e-01,9.955873276838105301e-01,9.963035762742182833e-01,9.959420174120782177e-01,9.840367692673200883e-01,9.867492184330732830e-01
9.924463040138036263e-01,9.939430873035116631e-01,9.909443490416772748e-01,9.955332569885050331e-01,9.961624510284028400e-01,9.959152499992978136e-01,9.836969871557756928e-01,9.867689937842286652e-01
9.923064363865967685e-01,9.939601670223597862e-01,9.907654628535346175e-01,9.954997233082703012e-01,9.960283305976297408e-01,9.958228558423537491e-01,9.829959353847246284e-01,9.866608373419274436e-01
9.921057476068058101e-01,9.939342543997885526e-01,9.905237999615670308e-01,9.954626556071144439e-01,9.958596257743111968e-01,9.957120568022219675e-01,9.825202752336715806e-01,9.865157545596102695e-01
9.920799673141188491e-01,9.938525981705178536e-01,9.904526602308770800e-01,9.954284227087415449e-01,9.957158734003639378e-01,9.956082290729949547e-01,9.819801461469200854e-01,9.864554107983379838e-01
9.918541147037731598e-01,9.937321233412551580e-01,9.902052314661589083e-01,9.953981617602284393e-01,9.955774468791551701e-01,9.955199297048964446e-01,9.814862281968730340e-01,9.865277644914810518e-01
9.915954953965786522e-01,9.936772809537173234e-01,9.899310479668597118e-01,9.954095761622998584e-01,9.954153163998397114e-01,9.953516602346705877e-01,9.811683560565939155e-01,9.865466235131733486e-01
9.913752967678230998e-01,9.935913428079571341e-01,9.897070355132702169e-01,9.952955661071657412e-01,9.952584463761749989e-01,9.952235236033584176e-01,9.805734445715894587e-01,9.865941864713180243e-01
9.911826160895276239e-01,9.934188668903064512e-01,9.895556275831941528e-01,9.952446210363664614e-01,9.950917175274247573e-01,9.951536010323096537e-01,9.802174253217726951e-01,9.865313914605574608e-01
9.909321472833065858e-01,9.932671570256782489e-01,9.893398843107328311e-01,9.952088627873615367e-01,9.949236963232526154e-01,9.950866807345528642e-01,9.799001573640556684e-01,9.864931340713155583e-01
9.905415903892549334e-01,9.929881553992722099e-01,9.889079549967896288e-01,9.950727865893574942e-01,9.947355912339743700e-01,9.949625619303736901e-01,9.795370908055563985e-01,9.862070077509470512e-01
9.904018253217222734e-01,9.927792317407990730e-01,9.888021163303770678e-01,9.949427520970055561e-01,9.945748639322602447e-01,9.948956777452648836e-01,9.792466241125122872e-01,9.859786406009407589e-01
9.901609926874979095e-01,9.926021968831200137e-01,9.886144153996068162e-01,9.947895654693729162e-01,9.944041960924213663e-01,9.947954591298501237e-01,9.786267121408032121e-01,9.856855320657250674e-01
9.900137943450151301e-01,9.923955975506368876e-01,9.883739471290097223e-01,9.946834983890842086e-01,9.942167220985845821e-01,9.947625696233539649e-01,9.781450934039762624e-01,9.853855066649348515e-01
9.897358728798435479e-01,9.922180865510087378e-01,9.880319980707087391e-01,9.945365698578618741e-01,9.940305151876648315e-01,9.946822411990208224e-01,9.777335047729011075e-01,9.850459047564958937e-01
9.895873070898251189e-01,9.919708166064487020e-01,9.877267868789514349e-01,9.944894867496136825e-01,9.938352105327820096e-01,9.946084406051528548e-01,9.772960357446216495e-01,9.847142514851003892e-01
9.893736403682912295e-01,9.919298013875224029e-01,9.874497450146816346e-01,9.943239530107997881e-01,9.936469533341155680e-01,9.945451559598049718e-01,9.770000573564170399e-01,9.845749050582336404e-01
9.891374808231290228e-01,9.918174755693611733e-01,9.872155419589033754e-01,9.942481671583316416e-01,9.934460741935088324e-01,9.944236693885953882e-01,9.765378378712409324e-01,9.843806932043467350e-01
9.888684759916014366e-01,9.916885776172731370e-01,9.870796275449061907e-01,9.942590453001800554e-01,9.931785622182460749e-01,9.943477299837151229e-01,9.763257574085822954e-01,9.842672949574053920e-01
9.885186451722933754e-01,9.915026354937321873e-01,9.867117080567977538e-01,9.943424081607074028e-01,9.929376480372211766e-01,9.942125932807672761e-01,9.761615912430255948e-01,9.840977278978526588e-01
