9.579301728571731900e-01,9.561603106873064473e-01,9.629104850507111957e-01
9.660079021835604740e-01,9.645850818911176905e-01,9.703494872274307514e-01
9.703464096203929801e-01,9.690300565823590784e-01,9.742932097844891892e-01
9.733765942648318070e-01,9.720189535564442984e-01,9.770905114638158695e-01
9.756444455757974366e-01,9.743422953060915104e-01,9.793259498923496675e-01
9.776667018363743855e-01,9.764276882520012135e-01,9.810085923776133976e-01
9.793520124906019975e-01,9.782843327277923606e-01,9.824114094183205026e-01
9.806714730657297707e-01,9.798444463384327063e-01,9.836951838778665858e-01
9.817921026714522270e-01,9.811087639564542995e-01,9.848695948332110151e-01
9.827864284718901278e-01,9.822812986889593034e-01,9.858328835575008720e-01
9.836443382931342461e-01,9.833177573835473195e-01,9.866546163857647933e-01
9.843341761675177271e-01,9.842512864422157115e-01,9.874241030831812926e-01
9.849822012375321068e-01,9.850879804189837108e-01,9.881483787564705468e-01
9.856076572909234779e-01,9.858551906624968275e-01,9.888463216729065364e-01
9.862182180439971191e-01,9.866023990958933121e-01,9.895031457964450494e-01
9.867938312074517881e-01,9.872879058318725365e-01,9.900628436723337700e-01
9.873223411719401765e-01,9.879303127797689488e-01,9.906011161506325102e-01
9.878447592744167283e-01,9.884985781328281540e-01,9.911059594834074060e-01
9.883756102720927528e-01,9.890210661616861687e-01,9.915817967184256121e-01
9.888964739291649098e-01,9.895214444511392093e-01,9.920410865946344137e-01
9.893679764413092492e-01,9.900021031977956909e-01,9.924548831054997855e-01
9.898378757297277009e-01,9.904605937524550985e-01,9.928668710052209745e-01
9.903014706271932033e-01,9.909133585613134620e-01,9.932566693837927563e-01
9.907380961027038024e-01,9.913309843318252046e-01,9.935970786379435538e-01
9.911416408977898884e-01,9.917293457410668589e-01,9.939218735773820423e-01
9.915417097410246239e-01,9.920893076283068268e-01,9.942455664440954521e-01
9.919131210055396330e-01,9.924076132305321707e-01,9.945523633786187423e-01
9.922855268425669895e-01,9.927254811684392832e-01,9.948202688025051810e-01
9.926398158002031069e-01,9.930303029623145372e-01,9.950347830793733195e-01
9.929843440452865710e-01,9.933109708750438305e-01,9.952249260541268239e-01
9.933170415885468341e-01,9.936004963124259737e-01,9.954030806813836119e-01
9.936404306190512736e-01,9.938667043802305034e-01,9.955786996552096202e-01
9.939535375680632612e-01,9.941237881363363948e-01,9.957335660792119292e-01
9.942592632993493273e-01,9.943881099877550644e-01,9.958914179603550743e-01
9.945311067424809082e-01,9.946202830775464632e-01,9.960402938466837997e-01
9.947849856045261063e-01,9.948265702487739670e-01,9.961684712115312923e-01
9.950103613129139823e-01,9.950318130965274399e-01,9.962946035442413750e-01
9.952170247417309046e-01,9.952382083491717601e-01,9.964113478139358104e-01
9.954065669613838541e-01,9.954267564750366448e-01,9.965352476818152283e-01
9.955727923734829510e-01,9.956049965682493008e-01,9.966543534102076940e-01
9.957374135728417341e-01,9.957957696978991802e-01,9.967879031767727938e-01
9.958997970656832122e-01,9.959677765410057670e-01,9.969195217969976097e-01
9.960533000231625023e-01,9.961349507574129847e-01,9.970404968181770800e-01
9.962234480939824444e-01,9.962938877210724131e-01,9.971400165033975638e-01
9.963898443825403017e-01,9.964298153462907148e-01,9.972244659265818711e-01
9.965493443619323211e-01,9.965590113201556743e-01,9.973046320991666436e-01
9.966843530775473248e-01,9.966881192567667025e-01,9.973730289030776630e-01
9.968199695684173411e-01,9.968177533836451998e-01,9.974183538494157952e-01
9.969457631317883983e-01,9.969358700734091139e-01,9.974825289077789980e-01
9.970606180756790282e-01,9.970421124662431911e-01,9.975476217631265019e-01
9.971864303027792031e-01,9.971471685719367484e-01,9.975901491861752790e-01
9.973088439912488612e-01,9.972476418733258186e-01,9.976227840314285666e-01
9.974415308253348211e-01,9.973505709469171476e-01,9.976591762621679349e-01
9.975735721141282264e-01,9.974521605599774299e-01,9.976999837628376389e-01
9.976917647423959590e-01,9.975387187686384216e-01,9.977333347020865828e-01
9.978041444909905300e-01,9.976006326209009289e-01,9.977727796753559364e-01
9.979093711533684186e-01,9.976487809979934784e-01,9.978156069636309189e-01
9.979934194872739361e-01,9.977035884166849389e-01,9.978540740280206212e-01
9.980791358005918212e-01,9.977563980563235457e-01,9.978847529197567567e-01
9.981654822120942239e-01,9.978015338938296397e-01,9.979157430899476822e-01
9.982362767819037419e-01,9.978425882641729361e-01,9.979318381309841834e-01
9.983132245908491464e-01,9.978970427293550882e-01,9.979550021138836602e-01
9.983801350371573902e-01,9.979640091677068892e-01,9.979709288819117452e-01
9.984364184086488292e-01,9.980198036265144346e-01,9.979858429393561048e-01
9.984844956025269447e-01,9.980799610052230042e-01,9.980069141646864539e-01
9.985286263740016377e-01,9.981341806123733562e-01,9.980305406735129337e-01
9.985592755402102894e-01,9.981913814091796233e-01,9.980658820962977629e-01
9.985919848317648118e-01,9.982386277125036012e-01,9.980975355681035444e-01
9.986299141106405042e-01,9.982878839214480715e-01,9.981237257977156885e-01
9.986672179019863149e-01,9.983362351340613339e-01,9.981378888641099234e-01
9.986953241409892712e-01,9.983919369137767008e-01,9.981480234840243160e-01
9.987269384998773702e-01,9.984407781611531751e-01,9.981651388270694758e-01
9.987531875349235921e-01,9.984805258806869199e-01,9.981903590546004068e-01
9.987897376180420173e-01,9.985218444066508159e-01,9.982009255862264174e-01
9.988250455472743594e-01,9.985592859942263866e-01,9.982164589542141808e-01
9.988576508637315721e-01,9.985905371144002673e-01,9.982334036913691477e-01
9.988883000474869656e-01,9.986180409007774372e-01,9.982466533025686761e-01
9.989290929520490137e-01,9.986437659089713037e-01,9.982610175066174429e-01
9.989758597817284258e-01,9.986649636589327583e-01,9.982823270878955491e-01
9.990252050883295931e-01,9.986918104057747048e-01,9.982980090231210468e-01
9.990702045216723892e-01,9.987147528152025000e-01,9.983067133078669109e-01
9.991053584662237252e-01,9.987461708371774272e-01,9.983059314866212786e-01
9.991319149159946233e-01,9.987828536914509225e-01,9.983040976460856308e-01
9.991538958564868400e-01,9.988143713437936944e-01,9.982979492087741269e-01
9.991741375029431493e-01,9.988439054437110443e-01,9.982967445369523851e-01
9.991841288913287933e-01,9.988651262146944765e-01,9.983111812764433601e-01
9.991961039016610258e-01,9.988893522232671351e-01,9.983206480499080548e-01
9.992077846692272169e-01,9.989133231553031234e-01,9.983243079734559489e-01
9.992161127398639930e-01,9.989401697151500947e-01,9.983398643323830868e-01
9.992251922422895616e-01,9.989733226685466594e-01,9.983575350470236254e-01
9.992364321006790284e-01,9.989951628102166081e-01,9.983724460687677382e-01
9.992474689846716496e-01,9.990162818775043529e-01,9.983872240610001114e-01
9.992623450566584520e-01,9.990353717153473978e-01,9.983962258547766089e-01
9.992701623807747069e-01,9.990548734782340734e-01,9.984022503307795615e-01
9.992747175326611719e-01,9.990650176001728555e-01,9.984157904279923335e-01
9.992811855083912898e-01,9.990800016423242447e-01,9.984278789639156049e-01
9.992900547062069094e-01,9.990982115372817329e-01,9.984377707311642425e-01
9.993031737228170730e-01,9.991111556833999208e-01,9.984623171573120404e-01
9.993213481762934780e-01,9.991271325553957583e-01,9.984987031319203510e-01
9.993352135648967405e-01,9.991460277401639223e-01,9.985368719996488007e-01
9.993558788830948503e-01,9.991698912446923542e-01,9.985786840224206706e-01
9.993766637618425319e-01,9.991853168786879458e-01,9.986228501619306419e-01
9.993984149812060735e-01,9.991993014070339463e-01,9.986602542517167835e-01
9.994176257993649948e-01,9.992199590421405597e-01,9.987037680038270970e-01
9.994321661751699448e-01,9.992421743525234934e-01,9.987445780781940563e-01
9.994389178750148206e-01,9.992556328888119177e-01,9.987825729204822256e-01
9.994401952572713466e-01,9.992734814654422593e-01,9.988145359120570443e-01
9.994382432004257355e-01,9.992942324804059417e-01,9.988506201398976714e-01
9.994392950412359644e-01,9.993117266030819845e-01,9.988853462783965353e-01
9.994403097967983207e-01,9.993209586844064019e-01,9.989251104245121526e-01
9.994363330871507412e-01,9.993251192642381708e-01,9.989638389000683460e-01
9.994363948015243526e-01,9.993284195337511777e-01,9.989961233908076776e-01
9.994389897812269163e-01,9.993306714816273528e-01,9.990319010444757009e-01
9.994416069307441308e-01,9.993301448650271368e-01,9.990618257117990231e-01
