9.945683122880389915e-01,9.928708511972721418e-01
9.908286504589612909e-01,9.888876428525624762e-01
9.871476725246605133e-01,9.843965553518231326e-01
9.831604518786100089e-01,9.805548347215514715e-01
9.793543265081018356e-01,9.755691623187683348e-01
9.755134331814562243e-01,9.712088963596983149e-01
9.698875437597911375e-01,9.652440506371514628e-01
9.647944728209274512e-01,9.601558632920441649e-01
9.581320618836193237e-01,9.534192285359652796e-01
9.504280667904665414e-01,9.473740603170790475e-01
9.438830727700940892e-01,9.406350791928446142e-01
9.380131336419694765e-01,9.335918345206974944e-01
9.303491159445558267e-01,9.271753936303929189e-01
9.124987992708285534e-01,9.179932883127558396e-01
9.125303864879693583e-01,9.093279295953379249e-01
9.027791903906152715e-01,8.945481773005838910e-01
8.922903409788421891e-01,8.800800009122859979e-01
8.814996196518513072e-01,8.632760059924623475e-01
8.652367808519846326e-01,8.387758077296064707e-01
8.364945133382114539e-01,8.283696028749329976e-01
8.130624609943126746e-01,6.351831261295676212e-01
8.127157344533518790e-01,7.807039470476520027e-01
7.945864942461101643e-01,6.481479529458014088e-01
7.557535581084763310e-01,7.115552145027690401e-01
6.403448392728281480e-01,6.665478548805400250e-01
6.333023458982532938e-01,2.885764541964971897e-01
5.296153954915305828e-01,5.469713948726653285e-01
5.095624101785529714e-01,1.829827414353294712e-01
4.288671396955521797e-01,4.828745055830921395e-01
4.846106161388133993e-01,4.036534849924177659e-01
5.707197958574846686e-01,3.679229282920261634e-01
1.312331859050741567e-01,1.479433027364464026e-01
2.697697414235669666e-01,3.473323232110346326e-01
2.447282785848069464e-01,1.297033256882855201e-01
3.016500004339001673e-01,2.925110949698638829e-01
3.720647483629567209e-01,1.673778822873984440e-01
2.648508320404537320e-01,2.651700608880507293e-01
3.158950378437166973e-01,2.075709558023072221e-01
1.354368843402981859e-01,1.896157382969997779e-02
1.439930536852754017e-01,2.023936048966654133e-01
3.289737029622551989e-01,1.939235030224307488e-01
2.016645054806541770e-01,9.047487280432878198e-02
1.704656874489807739e-01,2.151546524033670638e-01
2.058492196460199875e-01,6.807389280539938303e-02
2.058029795500963266e-01,1.803164927701562392e-01
2.260851216019696408e-01,1.798390972952687850e-01
1.447020898564387037e-01,8.085293368219527432e-02
1.155411387933225759e-01,9.532364426022743586e-02
1.393203127896447679e-01,1.420121215633220468e-01
5.303988871214012496e-02,1.312641375181703707e-01
9.732125386623599606e-02,1.262096968254977983e-02
1.453472053665584851e-01,9.141521256731995060e-02
1.239313631468219046e-01,4.956323993796815652e-02
1.009769245887287836e-01,9.319556014698356095e-02
9.784550133196770472e-02,8.232022594345576871e-02
6.386211349940644488e-02,5.540960865735059665e-02
1.323364252220304293e-01,5.501334573229454961e-02
1.116257636835062267e-01,5.075148877958077231e-02
7.862508036810250678e-02,2.318260970153701583e-02
7.217166729857521501e-02,4.845026749264090549e-02
6.899791662535247061e-02,4.219276009775937974e-02
