9.878399465181016970e-01,9.923334065681415073e-01
9.783555132295908008e-01,9.859033646686029551e-01
9.680441887473203444e-01,9.782153033609943815e-01
9.589749053810603385e-01,9.701863838674340546e-01
9.523638100078642976e-01,9.616732329926642731e-01
9.460903537462893587e-01,9.505308904657285840e-01
9.362536849708311681e-01,9.386228077395840641e-01
9.260070446292796298e-01,9.274522829767556376e-01
9.158676070729511176e-01,9.139395888349580721e-01
9.015362908476991510e-01,8.962176141288541453e-01
8.904156382162063954e-01,8.807745846687108360e-01
8.783973378461502612e-01,8.579539447629047633e-01
8.665936672184664236e-01,8.381964152313567951e-01
8.490174372574585959e-01,5.933771137415920771e-01
8.354063389213345348e-01,6.980385924870697867e-01
8.085580021466952649e-01,4.711139388099683800e-01
7.368391739208864921e-01,6.057062356219246047e-01
6.740045953154966130e-01,4.390661778805167170e-01
7.298891091686585675e-01,3.403687590646249372e-01
6.940860074846675332e-01,3.180801005149458960e-01
6.679361858507352201e-01,4.421278824574058075e-01
5.915621940678412738e-01,1.377874415301576505e-01
5.637872481870744856e-01,3.811967613709005831e-01
5.572788162127554346e-01,2.977942077516793629e-01
4.295026566994460393e-01,3.091512192578255158e-01
4.478855012094782873e-01,2.968292237550847479e-01
2.846980882419926639e-01,3.098509437355134177e-01
3.451683122581939434e-01,2.699207692468489905e-01
2.186973626090137901e-01,2.255748631843384200e-01
2.218588194186326135e-01,2.406687177128375432e-01
2.154113831496467235e-01,1.961847366646952417e-01
1.871674247705896466e-01,1.497873828295613330e-01
1.867102558714675842e-01,1.847109426006680599e-01
1.159235616939273822e-01,1.912353375551482382e-01
1.554664071901897260e-01,7.858738399607363700e-02
1.586179821713874227e-01,1.425324311334587868e-01
1.107654546823295949e-01,1.100295933532737247e-01
9.592971807759831382e-02,1.188038145149225844e-01
1.207357078694364094e-01,8.155678072446352622e-02
9.014119834195079284e-02,1.137765983773534051e-01
7.842626057897214564e-02,8.615865495305263799e-02
1.016583305396975834e-01,2.964899984751047032e-02
9.702945026576402510e-02,1.132134436323754267e-01
7.347788422484155535e-02,5.472301118581612139e-02
6.197448236490035733e-02,6.549002332771886037e-02
4.381586038298332375e-02,9.842835296171016657e-02
6.296023660905185337e-02,7.692459774551724250e-02
7.289315068362428596e-02,6.395249202300801183e-02
6.746897043379991576e-02,9.462341983441464877e-02
3.958776643501484005e-02,6.765460626823843748e-02
5.822315164634379869e-02,5.740590459844839566e-02
5.412320150364421933e-02,8.231835991768152172e-02
5.298974226272463312e-02,8.390447558320886234e-02
3.429654716909209811e-02,5.117578118715868096e-02
4.186758059190331255e-02,1.965209268550064878e-02
5.606307846863110844e-02,5.800166265017360490e-02
3.507545550861531497e-02,3.453479640753769064e-02
3.675126471888515156e-02,4.992369706484980213e-02
4.347506423187129376e-02,5.468948236115935002e-02
3.973790137740464135e-02,6.745318970993673113e-02
2.925525888780700773e-02,6.744721955415619585e-02
4.086472362989088114e-02,5.993645396166480399e-02
2.131146536194700528e-02,6.729032705035618844e-02
4.874225560005213814e-02,7.083510476863603966e-02
1.763136081794466209e-02,6.825227614501132301e-02
3.153859237769608692e-02,6.663750524836621614e-02
4.291979135469559115e-02,1.662587522344788696e-02
3.721566153780966196e-02,6.203947838864459080e-02
2.799698518015536486e-02,5.219501050718447499e-02
4.455460761452331026e-02,4.327506613598931795e-02
4.451648714670409374e-02,4.023351279396669006e-02
4.377847242619831852e-02,4.084858088314514274e-02
3.372713487411476557e-02,3.125973526172368122e-02
4.215894055611143360e-02,3.919046175534048049e-02
2.044276582494769512e-02,2.946709757774072791e-02
