9.493666920868242265e-01,9.466949363623996527e-01,9.451344191434243314e-01
9.595124714117645448e-01,9.557425939906503132e-01,9.550443721572220435e-01
9.647576074973041038e-01,9.610131592226809349e-01,9.604659329209631613e-01
9.682131885352860401e-01,9.650115994157797417e-01,9.643553761692867932e-01
9.708953700771043582e-01,9.683974120441355415e-01,9.674043249180321880e-01
9.731455406994938828e-01,9.711852102997562408e-01,9.697969784790410053e-01
9.750836028141783851e-01,9.734718578719403492e-01,9.718196157560774484e-01
9.767934375712422623e-01,9.753222634566000027e-01,9.736087856355315484e-01
9.782205340862318854e-01,9.770417014290686542e-01,9.752234874638632256e-01
9.796154605791148606e-01,9.785611842028451024e-01,9.767057792653316417e-01
9.809205794035497084e-01,9.799416959883360256e-01,9.780974216195279514e-01
9.821185689468906466e-01,9.811648273053880098e-01,9.793207785911749452e-01
9.832022654390069061e-01,9.822470097888359453e-01,9.804349634169940986e-01
9.841449592280768766e-01,9.831735990580992013e-01,9.814685976293076042e-01
9.849450158295215418e-01,9.840075393559403194e-01,9.824254219125343468e-01
9.856914716664841869e-01,9.847946982568792640e-01,9.833195419386668856e-01
9.863741857993574280e-01,9.855326450438307573e-01,9.841403587891489613e-01
9.870240310964797370e-01,9.862278350301035834e-01,9.849038453178829977e-01
9.876776583800845888e-01,9.868853877008484377e-01,9.856268688735617678e-01
9.882932587060910823e-01,9.874946748026111054e-01,9.863212605030563518e-01
9.888737376823867331e-01,9.880541416197412552e-01,9.869300722089963118e-01
9.894046675838834570e-01,9.885862570655405968e-01,9.874335600297412530e-01
9.899155401562482748e-01,9.891244900191349387e-01,9.878874378733079054e-01
9.903869297502788660e-01,9.896313388431472458e-01,9.883160946204830877e-01
9.908315215695351341e-01,9.901105314664166990e-01,9.887845223129588801e-01
9.912533395749196785e-01,9.906117972908575764e-01,9.892582466669772590e-01
9.916263115176012777e-01,9.910741243709560999e-01,9.897182774912960390e-01
9.919800475051236965e-01,9.915136745657203710e-01,9.901531154338804042e-01
9.923241524478149111e-01,9.919274431591055263e-01,9.905285341735207139e-01
9.926832537221994546e-01,9.923358302330391734e-01,9.908833313441812729e-01
9.930135963403130539e-01,9.927221656285171170e-01,9.912209061655942177e-01
9.933286061548206591e-01,9.930821628973410808e-01,9.915634804220918586e-01
9.936280777985642132e-01,9.934149528297142595e-01,9.919265293992176602e-01
9.939150753564212071e-01,9.937018976116825941e-01,9.922700700528986895e-01
9.941864024371016573e-01,9.939694129360155950e-01,9.926142500598167384e-01
9.944496126232925670e-01,9.942201758238513598e-01,9.929310565423780099e-01
9.947257453904788660e-01,9.944515804133012837e-01,9.932123579171173722e-01
9.949974110209200973e-01,9.946998401854691974e-01,9.934891151731010117e-01
9.952485040935858951e-01,9.949368157947220404e-01,9.937399270176405786e-01
9.954772730240367684e-01,9.951671274323766747e-01,9.939894425842807912e-01
9.956947474211561566e-01,9.953692478840651114e-01,9.942532999936131155e-01
9.959039696205621572e-01,9.955597147092551946e-01,9.944810833904226266e-01
9.961033062569460972e-01,9.957557671760628448e-01,9.946860085779931637e-01
9.962893474704892505e-01,9.959335211021750345e-01,9.949044246395500890e-01
9.964613220612988931e-01,9.960912004084556681e-01,9.950994099233393397e-01
9.966147776893575783e-01,9.962395778600208196e-01,9.952802288266605624e-01
9.967703094076130199e-01,9.963749342388669161e-01,9.954625090602330362e-01
9.969137887665624476e-01,9.965029343785988258e-01,9.956177398897229081e-01
